Date,Open,High,Low,Close,Adj Close,Volume,MA_10,MA_50,EMA_10,Momentum,RSI,lag_1,lag_2,lag_3,lag_4,lag_5
2015-03-16,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,27.998579025268555,143497200,31.444749641418458,29.914599952697753,31.359729841086864,0.10999870300292969,32.710716454580606,30.897499084472656,31.112499237060547,30.559999465942383,31.127500534057617,31.78499984741211
2015-03-17,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,28.466903686523438,204092400,31.38674964904785,30.003149948120118,31.432506275231404,1.2000007629394531,45.533452324435224,31.237499237060547,30.897499084472656,31.112499237060547,30.559999465942383,31.127500534057617
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.78734016418457,261083600,31.38499984741211,30.114249954223634,31.5570506443122,1.0050010681152344,44.971638617437684,31.760000228881836,31.237499237060547,30.897499084472656,31.112499237060547,30.559999465942383
2015-03-19,32.1875,32.3125,31.850000381469727,31.875,28.56997299194336,183238000,31.412249755859374,30.22044994354248,31.614859618073616,0.9775009155273438,47.39128523827768,32.11750030517578,31.760000228881836,31.237499237060547,30.897499084472656,31.112499237060547
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.211456298828125,274780400,31.39474983215332,30.311199951171876,31.589430665963818,0.2375011444091797,41.76563149281273,31.875,32.11750030517578,31.760000228881836,31.237499237060547,30.897499084472656
2015-03-23,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,28.504989624023438,150838800,31.396499824523925,30.387799949645995,31.628170503264606,0.042499542236328125,44.73296927046751,31.475000381469727,31.875,32.11750030517578,31.760000228881836,31.237499237060547
2015-03-24,31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,28.388477325439453,131369200,31.45099983215332,30.461199951171874,31.63623052273496,-0.44499969482421875,45.400317771532286,31.802499771118164,31.475000381469727,31.875,32.11750030517578,31.760000228881836
2015-03-25,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,27.646770477294922,206620800,31.47949981689453,30.531849937438963,31.492370302847597,-1.0300006866455078,42.88396834571871,31.672500610351562,31.802499771118164,31.475000381469727,31.875,32.11750030517578
2015-03-26,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,27.83948516845703,190291600,31.474249839782715,30.601949920654295,31.413757423410285,-0.41500091552734375,44.62659406005263,30.844999313354492,31.672500610351562,31.802499771118164,31.475000381469727,31.875
2015-03-27,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,27.617645263671875,158184800,31.46574993133545,30.66919990539551,31.30443789188114,-0.9899997711181641,41.320841691280904,31.059999465942383,30.844999313354492,31.672500610351562,31.802499771118164,31.475000381469727
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.3167724609375,188398800,31.501250076293946,30.766949920654298,31.35681294547466,-0.07999992370605469,54.06113508020856,30.8125,31.059999465942383,30.844999313354492,31.672500610351562,31.802499771118164
2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,27.882061004638672,168362400,31.436000061035156,30.859149932861328,31.311483332896348,0.2625007629394531,54.85157671848929,31.592500686645508,30.8125,31.059999465942383,30.844999313354492,31.672500610351562
2015-04-01,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,27.841726303100586,162485600,31.330500030517577,30.936799926757814,31.2662136360061,0.0025005340576171875,49.51315271411698,31.107500076293945,31.592500686645508,30.8125,31.059999465942383,30.844999313354492
2015-04-02,31.25749969482422,31.389999389648438,31.047500610351562,31.329999923706055,28.081485748291016,128880400,31.276000022888184,31.015649909973146,31.277811142860635,0.5174999237060547,54.168681255044135,31.0625,31.107500076293945,31.592500686645508,30.8125,31.059999465942383
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,28.53636932373047,148776000,31.31224994659424,31.090399894714356,31.379572683891475,0.24499893188476562,55.60224294165438,31.329999923706055,31.0625,31.107500076293945,31.592500686645508,30.8125
2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.236099243164062,140049200,31.282250022888185,31.15554988861084,31.401923202103497,0.3950004577636719,47.50846910851606,31.837499618530273,31.329999923706055,31.0625,31.107500076293945,31.592500686645508
2015-04-08,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,28.144229888916016,149316800,31.254999923706055,31.21804988861084,31.401573459635635,0.33749961853027344,42.69719459613716,31.502500534057617,31.837499618530273,31.329999923706055,31.0625,31.107500076293945
2015-04-09,31.462499618530273,31.645000457763672,31.165000915527344,31.639999389648438,28.359342575073242,129936000,31.33449993133545,31.305149879455566,31.44492362872887,0.3099994659423828,47.60691835382212,31.399999618530273,31.502500534057617,31.837499618530273,31.329999923706055,31.0625
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,28.480344772338867,160752000,31.40599994659424,31.3640998840332,31.5049374450564,-0.0625,53.22927026367809,31.639999389648438,31.399999618530273,31.502500534057617,31.837499618530273,31.329999923706055
2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,28.4243221282959,145460400,31.495999908447267,31.403849868774415,31.542676022051644,0.20999908447265625,48.97260124839856,31.774999618530273,31.639999389648438,31.399999618530273,31.502500534057617,31.837499618530273
2015-04-14,31.75,31.822500228881836,31.477500915527344,31.575000762939453,28.30109214782715,102098400,31.49424991607666,31.449549865722656,31.54855324766761,0.1750011444091797,48.88889082099226,31.712499618530273,31.774999618530273,31.639999389648438,31.399999618530273,31.502500534057617
2015-04-15,31.602500915527344,31.782499313354492,31.502500534057617,31.69499969482422,28.408645629882812,115881600,31.552999877929686,31.49029987335205,31.575179874423355,0.05500030517578125,61.54892325458088,31.575000762939453,31.712499618530273,31.774999618530273,31.639999389648438,31.399999618530273
2015-04-16,31.56999969482422,31.774999618530273,31.52750015258789,31.542499542236328,28.271953582763672,113476000,31.60099983215332,31.527899856567384,31.569237995843896,-0.2325000762939453,56.6689742915126,31.69499969482422,31.575000762939453,31.712499618530273,31.774999618530273,31.639999389648438
2015-04-17,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,27.95376205444336,207828000,31.586749839782716,31.553849868774414,31.499831087508642,-0.5249996185302734,55.03355910888635,31.542499542236328,31.69499969482422,31.575000762939453,31.712499618530273,31.774999618530273
2015-04-20,31.392499923706055,32.029998779296875,31.292499542236328,31.899999618530273,28.59238052368164,188217200,31.592999839782713,31.59214984893799,31.572589002239845,0.3249988555908203,54.20367942544308,31.1875,31.542499542236328,31.69499969482422,31.575000762939453,31.712499618530273
2015-04-21,32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,28.437767028808594,129740400,31.615499877929686,31.632049865722657,31.60075480465575,0.032501220703125,59.26758854357627,31.899999618530273,31.1875,31.542499542236328,31.69499969482422,31.575000762939453
2015-04-22,31.747499465942383,32.217498779296875,31.579999923706055,32.154998779296875,28.82094383239746,150618000,31.69099979400635,31.67654983520508,31.70152643640868,0.6124992370605469,64.65460425322881,31.727500915527344,31.899999618530273,31.1875,31.542499542236328,31.69499969482422
2015-04-23,32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,29.05622673034668,183083600,31.768749809265138,31.714799842834474,31.83170336474098,1.2299995422363281,64.60713680002502,32.154998779296875,31.727500915527344,31.899999618530273,31.1875,31.542499542236328
2015-04-24,32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,29.19291877746582,178103600,31.84824981689453,31.741799850463867,31.965939061119748,0.6700000762939453,60.87603941463702,32.41749954223633,32.154998779296875,31.727500915527344,31.899999618530273,31.1875
2015-04-27,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,29.72397804260254,387816800,31.993249702453614,31.772749824523927,32.18349531802908,1.43499755859375,72.8965594533346,32.56999969482422,32.41749954223633,32.154998779296875,31.727500915527344,31.899999618530273
